0,1,2
3.4198442,2.197213,10.458865
13.762079,2.9559143,14.626049
-8.895253,-9.322998,-11.568076
-15.516349,3.6474204,-5.129642
-17.83008,-3.9705117,10.243605
-10.523368,-4.4051375,5.994171
4.3308525,-16.558094,8.389394
-0.5563591,0.77559465,-4.6600847
1.0874348,-3.0907888,7.083154
-2.6954072,-5.7925797,-15.37743
-9.558897,8.068472,3.003003
14.356575,6.0663614,8.22439
1.6919296,-13.667302,-12.544183
0.2607224,2.5376616,2.9374456
7.3860183,18.868517,9.885438
-9.877345,15.157469,8.229314
12.247797,-5.258509,7.8073764
-7.8990483,-17.21018,9.895137
7.2820067,-7.113535,6.224817
-11.880287,1.050097,-0.54638135
-5.8143435,-20.82714,-4.536017
9.614763,6.3822465,0.7042845
5.8804045,-9.833184,8.301082
-15.348275,-6.804119,-2.3747191
-6.5104175,-11.411825,-9.279375
4.87218,-14.166532,12.1008215
6.597068,-2.7364113,-1.8756788
-10.25177,-10.854204,-0.376689
-20.153658,-0.0961324,0.31231713
-3.5880866,9.689707,12.335995
15.527115,-5.119742,12.6505995
7.7838616,-5.656987,-7.6830516
-7.5143027,-16.02273,0.41872674
-3.0880477,-4.495238,-4.247968
4.0527964,-0.9163072,15.978067
6.1551213,2.405884,9.727434
6.4559584,18.936792,-5.9125247
-0.70926887,5.6405196,-20.717041
-12.109096,6.8199563,14.3556595
5.7983947,-16.574005,-3.836533
10.605749,-16.234774,9.384836
10.720312,-1.8631676,14.92306
20.7127,-1.6388012,0.6617693
-0.35652673,-17.904493,-3.4975781
4.199248,12.333462,5.9317794
12.283491,13.554354,5.1494694
10.318407,16.432531,0.990876
-4.9982667,-0.45602977,9.833291
1.3098111,8.492862,-6.4443216
0.5023338,6.417483,13.091915
-0.852095,9.200722,-0.7392464
15.701744,10.950124,9.337082
-13.631148,3.9282181,-14.868234
20.93377,0.0112918895,-6.124314
3.2609549,10.561033,3.6047611
17.459963,-2.9009175,-10.003261
13.072419,-6.379769,-10.829324
-3.065411,13.122364,16.503674
8.771599,-7.15652,-15.384419
5.565589,15.670494,4.2719684
11.928008,2.0417247,-2.0166464
-7.2849855,-11.131751,-0.31731597
14.526914,4.4428124,7.6870074
12.626474,3.3206165,12.958539
-17.982622,-3.6578977,9.640725
-11.199646,2.8579144,-17.279612
-0.43070936,-1.0744972,20.304152
-3.8337264,4.369614,-5.339295
-4.922928,-10.946224,8.437081
-15.0046425,2.2977858,-0.95745903
16.17996,-8.658644,11.159333
7.7329106,-1.3297577,-4.0282116
2.452009,-0.97486234,-18.462345
-17.831175,-12.021683,-0.95562893
0.14079933,-8.739255,-17.953484
-17.095806,10.857124,-3.1339476
-9.177856,-15.98372,-2.670322
0.8920882,0.33112037,-16.29625
-12.252994,14.073456,-11.243483
-3.4409728,-7.629934,-14.963722
-1.098788,10.189679,3.8960276
-5.589009,8.681655,6.015164
-3.9247706,-0.2545924,-15.625257
-14.244305,6.5357356,10.31392
9.832225,-1.9727417,-17.42633
-7.2631335,1.1850691,15.213063
-14.457881,9.751332,-9.131981
-11.234492,1.7218931,-15.670509
-15.285462,12.625441,-0.036275517
-2.8253,6.611358,-15.78943
-2.1414652,5.866521,9.491242
0.83041793,-4.081397,-12.373109
-13.763145,3.13407,8.155432
-20.519524,-0.019754063,0.3832883
-20.695929,6.0531845,-5.5609303
17.027225,3.1216557,2.357093
4.2651296,-8.170047,-4.4588976
14.901934,-6.559936,3.0144904
18.45752,-4.2483153,4.67454
-4.263191,-5.9847064,-18.44886
-4.988376,14.540019,-2.8088617
-10.455776,-10.864519,-5.156752
4.8356776,-5.580024,8.162307
-3.6829107,-11.019619,-8.8248
-12.242365,-7.0074506,-4.9590807
-7.436394,11.379597,4.5134563
-7.720144,13.257675,6.4973626
6.284783,5.582894,-12.654742
1.4642081,12.954313,9.980988
3.753491,3.6608424,-9.52485
5.0281878,-15.126486,12.38181
19.86401,5.268704,4.8286657
-14.318241,14.174193,-1.2269319
11.363677,-9.299857,7.3239417
-12.92924,3.6284645,-15.64347
12.0801,-6.2823176,-1.2757028
-17.172575,-4.1289964,9.680573
0.7421133,16.656086,-5.675123
18.384186,-12.125309,-4.413822
6.394865,6.2630897,11.59829
12.899578,5.5790157,-14.486044
-0.77358747,-13.064464,7.7542634
-6.2048063,5.5902596,16.057554
-5.735402,-1.1140368,8.533054
-9.375967,-0.6565619,-10.15465
-6.7903585,-10.402177,-5.899338
10.389569,-6.805378,-6.9044843
-9.310029,-12.660332,10.132504
-12.345203,-10.750473,15.913495
-15.354867,13.841741,2.7668943
7.0548663,-3.7186599,19.778362
15.080011,11.455859,6.4847183
-13.451832,15.690862,2.4290974
-2.9437644,-15.958424,9.405578
14.134935,-4.2659125,-0.91393757
-0.121719316,-10.909071,10.778289
13.341645,-0.45252815,7.282986
-0.7154328,-3.2255974,11.180354
-10.710785,18.518276,-3.093464
3.578857,0.05215715,3.5657053
1.9542656,-10.592069,-15.076238
-0.014543298,16.490896,8.15548
-5.792115,-5.7335634,7.017484
-10.649041,-11.0710125,-6.1745
14.567504,3.5482883,-6.0674615
-5.3051267,8.28324,-7.405032
-4.2780156,-3.3867784,10.73732
-7.929745,-2.5531926,10.8057
-4.3758545,1.478342,18.96174
-12.591288,-13.596667,-9.837888
-3.7184763,-3.4054093,-5.312336
-4.770209,-19.243809,0.015509788
-6.010948,-15.454633,-8.03841
-10.110786,10.25346,-11.607664
13.384144,-5.5354867,-1.2136314
4.1987185,-6.098889,10.52691
-3.8259478,-5.480247,0.4936803
-2.699351,-11.064319,15.617518
3.2204459,-4.5495057,0.5340631
-2.8905272,-11.15819,15.759853
4.917432,-10.731857,-14.073058
-16.849703,-1.6818974,-6.3535857
-7.286148,5.401869,-13.194742
-0.2992858,11.446629,11.329523
-17.455917,-0.44579616,0.8779182
9.2424755,-11.462413,0.5911691
-2.240047,14.862195,10.934666
-9.18682,7.4487295,19.570356
-11.764159,1.6565756,-3.194963
20.82888,2.7504168,-7.0851903
-19.509426,-4.4612513,-0.026396478
-7.6998034,1.4948789,2.4846945
0.2614433,9.024924,18.418945
-11.563229,4.449806,7.762945
-2.4986203,9.515035,-8.414423
-10.17222,-8.147437,-11.643854
9.985013,11.633332,-1.5193074
-10.561027,-0.4552628,-13.639925
-13.954658,-13.259066,12.201393
-1.8258381,5.020458,-1.5903709
5.5771112,3.4375372,17.98463
-1.2223295,6.083362,-7.255571
-18.40902,-8.393064,2.1247845
5.8074827,19.851923,-1.2315326
9.250267,-1.1195475,8.805737
-0.20955896,-9.93736,-3.2909396
11.906631,14.345585,6.646622
-15.934667,4.453372,-3.827368
0.2785995,3.8632174,-18.113943
5.817185,-7.624841,8.530249
-13.525986,-8.655566,-12.577617
-8.588591,0.3987635,-11.478356
10.206829,-4.1433845,11.801161
-8.827768,0.5235624,-5.7170267
1.7734588,-5.932374,2.1467273
-2.9769988,-8.080731,2.6786325
-12.812178,7.652117,14.581587
-17.916368,4.617906,-0.40490285
3.1106982,-2.3900344,5.348546
-15.963279,6.984941,8.4366665
-11.962137,8.870514,7.8019056
-6.054306,11.011162,12.208153
9.23784,9.051444,5.8698473
-1.5017031,0.7777259,20.507986
5.709624,11.201416,-6.4354305
-1.4730139,-11.273928,15.104013
-0.3423647,3.9282322,13.446363
-1.338215,-21.050152,-1.0301071
-7.3366065,7.6461535,-17.190556
-3.7995036,12.496232,-3.3874805
2.8432112,0.8196929,6.121603
1.9438801,-16.066362,-12.076268
11.254749,-17.630812,-7.8423133
-13.099475,-13.737313,7.2493644
2.3192308,0.64702487,7.0916533
-13.145759,1.1644896,-11.371769
-15.890346,9.40283,13.3717985
-5.797868,-12.617639,4.614652
-16.306135,-7.8932796,8.864732
-10.624712,0.428886,-10.135527
-9.22671,-15.605288,-1.7299235
16.381624,-8.603571,-1.6636229
11.636322,10.3392725,-14.797477
1.7513574,-7.3187475,5.035829
-4.2474117,11.187924,12.014704
3.2201645,8.4975195,-10.120557
-4.610061,-2.7244418,7.4179554
2.8502877,8.210616,-19.19469
-2.5307696,-11.796282,-8.886817
9.04063,5.393045,-8.093724
-14.297404,-13.291898,11.026645
13.319383,10.945567,-0.53012335
11.489908,8.352893,14.891469
0.6916632,-0.7573534,-0.5798086
7.1707406,9.521566,-11.6150255
3.9921424,13.625138,14.101248
-20.803263,8.260091,0.2743075
0.03042388,4.051071,-19.003542
-14.614487,11.251124,-13.179653
-3.3901675,9.683733,2.8850586
9.98502,7.264838,2.267758
-14.453573,12.269847,-2.0725782
1.7421538,0.9367825,20.624317
-6.563008,16.623539,-8.429456
8.896978,3.9448576,10.870814
1.8167144,-1.4184397,6.8914537
-0.6883588,6.829509,-21.178627
11.740257,-4.5253677,3.382261
-10.234064,4.510607,9.065222
4.021069,-9.088616,3.496594
14.901375,3.577783,11.138305
6.0675373,-5.7736773,-0.2753288
8.30822,2.0206723,-7.4894495
-2.1260395,11.444681,-3.5136025
-7.931264,-2.8078609,-13.498954
6.4883695,10.020765,-5.5536604
0.83795625,6.7960935,-1.8783191
-18.991102,10.985823,-2.018984
-10.546567,-4.2778883,18.667965
-3.8976538,11.938186,-10.499287
2.264764,7.1982784,-8.980783
-7.6575465,-6.302999,-11.119815
-7.9276347,-1.2944862,-4.211716
4.179204,11.9369755,16.748108
2.2923331,-18.571156,-11.523003
-8.821713,15.073202,-5.409678
-0.7557706,11.861315,4.849731
7.038126,-5.7854786,-5.4132895
-15.265575,12.432033,-5.8650355
0.17973171,-2.5511243,-14.488942
-2.1522176,-4.8237653,-6.8819175
-3.7373285,-0.5217536,-16.667042
11.592878,-16.199854,-9.026244
3.7777157,-8.223311,0.17564353
1.3688948,5.871065,-11.843726
-7.170719,-2.1580205,-5.2444897
-19.443192,-4.5449986,-8.5812
-14.867542,-0.07517886,-13.683806
-10.372429,-10.721082,-12.139724
-1.722412,-4.009161,8.925057
-7.060339,-4.9425426,2.8735366
11.3100395,7.816464,14.454887
-19.656317,6.430809,8.516734
2.7821338,-3.2173824,-10.145939
-14.303624,-13.294322,11.005741
14.582124,15.136532,-1.8155793
3.450806,-17.784428,-2.2151675
20.855267,-1.1093562,-1.1407638
-16.120668,10.996059,-3.7714067
1.1622756,-0.0021892055,14.102416
-12.6877,-6.9780717,-1.376003
-7.0075145,1.436286,15.3746195
-1.8637899,-8.154354,-2.2516687
0.7240268,2.3871977,-4.9151883
-1.8954165,-7.502768,15.819269
-2.3480773,-21.202679,0.28522173
5.203055,6.102633,2.4174757
0.048937872,14.6730995,-14.215485
8.889279,0.96879786,-6.276749
-8.240915,-9.390373,8.307162
10.037488,11.557858,-1.4273671
13.476755,11.560199,-9.295991
-2.1349292,9.178741,-17.303862
1.7368729,7.3518634,7.2197323
2.9801192,-16.277483,-4.670095
1.3591689,-16.934612,14.190813
4.4599714,-9.219045,6.6697307
11.95247,1.0286044,12.620728
2.084832,12.139513,5.17599
-8.349955,10.49331,-0.41725466
-5.004464,-9.478203,-6.3160567
8.282632,6.971582,2.5952222
4.4797683,-16.46859,-0.59043694
14.312416,-3.9403918,-0.98857665
9.657801,-0.5120579,0.506211
12.405656,12.440735,8.85272
7.4145036,-3.8992476,19.62196
-12.878108,3.1993957,3.2563689
-5.4022813,-10.62561,18.738077
8.862763,-9.21602,-1.4139609
8.750401,2.0776324,-0.6593527
-10.187269,0.35373458,-10.248836
5.6271486,19.017567,-7.247867
-2.357325,-4.841431,-6.972696
-13.301165,9.836482,4.2185564
20.03549,-0.22608502,-8.210893
3.904669,20.835394,-0.16185324
-9.563685,15.483295,-8.195589
9.226303,11.339178,6.1858015
9.908011,-9.275358,-8.22852
-7.140771,13.052219,-1.2026802
-0.0694806,15.981956,15.983762
3.3545854,14.182226,-5.8341656
-12.486616,8.451134,5.6366105
-2.9514365,-11.911688,15.766422
-12.789769,-1.7354559,-17.442835
4.8414435,-11.024108,2.0081196
4.6435924,4.2061305,18.51171
-7.793254,6.369918,-18.513947
9.249986,5.0383306,18.431747
1.9547979,2.7571645,7.0329027
7.180297,-3.351218,-2.6061242
4.9593954,-11.095414,-3.2552505
7.134486,2.1018608,-0.97414154
2.5102327,-17.247246,-11.427735
9.12546,-0.0054734936,-5.2613187
17.807531,-8.598341,-8.456442
20.670782,-5.093119,4.6634917
3.8233068,-9.347942,0.15251644
12.430869,0.4929199,0.8382102
2.230057,-18.641455,-0.033424787
-0.9626951,10.140798,-9.688682
10.423702,-4.7235546,3.917154
-5.346297,6.776594,15.28642
7.755323,-16.83207,8.087112
11.024502,5.1523995,-8.762702
2.8186,-3.2787108,-15.40071
-0.21350898,16.346869,8.19376
-1.8752878,10.177002,1.3874708
-6.510387,-2.0656748,-3.9694138
-12.6034,-3.0566409,1.1276978
-15.128336,-4.4181175,0.3970612
-12.261368,-0.3370283,3.2729425
4.5059395,-17.220377,-0.550985
-12.29338,-1.3523482,11.007684
4.0182695,-0.38260603,-1.1662762
-4.996395,11.918804,3.7127876
-8.850898,-3.9988801,17.55845
-2.0968668,2.7197187,-8.013374
2.3073409,-2.2303321,-5.7592463
2.8579252,6.995994,-3.8892894
5.420446,2.6319537,-1.1869205
9.571596,11.024833,6.2316875
13.8870325,4.190326,6.440126
0.04988303,-15.093233,2.9876947
-9.9330845,-7.315032,5.146504
-1.4046614,17.040455,9.032582
-4.1220627,-3.382015,11.170725
3.6140928,-2.029171,5.8513784
2.8449028,0.5894514,-10.941287
6.5312223,6.4849052,-0.9273941
-10.606758,0.19024412,-8.442882
0.10165355,-6.315343,10.640815
-9.283353,-15.655726,-1.8721637
-10.371946,5.2930274,16.434544
-6.1369176,8.310912,9.694768
7.074467,9.546231,-10.422406
2.4955304,-3.3972375,-9.473898
-15.112024,6.305384,-8.708787
-5.795278,-8.6019335,-7.220698
-19.788824,-0.9594474,-1.3232907
1.5412825,7.7151465,-14.022735
-7.738029,10.588933,-7.5344167
-11.456118,18.003706,5.377103
18.38717,-8.353437,-8.183379
-3.6506426,0.7895762,4.9313545
-12.632146,15.711175,1.2707822
1.0276345,-17.614023,-11.045078
3.0738537,-8.215606,2.9054565
-9.782275,-6.5946164,-6.1770015
-0.26703107,16.118647,8.122513
-12.942556,-8.599461,12.984993
5.973109,-12.189793,5.3413606
12.160797,1.7826802,5.896509
0.38009182,-0.6145889,17.11406
-2.7269487,-3.88284,2.9180522
-12.310848,-14.486464,-5.5469804
13.719378,7.356377,12.156376
0.4190269,3.2150693,-9.517673
-0.022572862,5.243683,1.128524
-4.0161543,2.2966626,-17.657837
9.643422,5.859597,6.2432494
-2.8024607,-10.813644,-0.20651844
-6.0187826,1.464736,-0.4381052
-4.3671684,1.983354,-12.592405
-1.8863312,-8.649044,-7.901054
8.8116665,20.970177,-2.6655319
8.407831,-1.5429136,5.15381
-8.042513,0.41780338,-3.406619
-10.745243,2.4862082,11.968333
-12.964165,4.3938937,-0.08772607
8.873214,1.2548219,-13.925037
-3.3559985,1.900797,9.099521
-15.459464,12.565411,-6.0703435
6.1199994,-16.465187,-3.497314
0.668867,-12.31811,2.2738955
2.5031688,-12.179788,4.0709605
5.23563,-16.336895,4.733276
-0.20720097,-12.091288,-1.8753389
6.444156,7.6928477,-0.5831958
7.09326,-15.982962,-12.80661
4.9481034,10.843098,4.4526367
-13.732433,7.4050784,14.792763
-3.4550562,14.87575,-8.298309
-5.561194,19.192322,8.113947
-0.62238336,0.2885009,17.316975
-0.049219314,-0.64054,-14.8968935
-0.50117224,0.085516386,-4.3058367
-2.8917472,-17.77956,-0.7675009
-5.349178,0.7531876,-3.0288434
-9.105657,2.00268,-15.495116
15.211015,-3.1156447,-6.258714
-17.034443,1.081168,6.9512615
-11.14704,7.535017,-12.996781
8.989838,1.651827,-4.9753137
7.7943516,-3.4816635,18.226957
-2.909423,14.312392,8.541877
1.6367108,-15.797534,-10.282101
4.11921,11.805611,14.980439
11.72879,-15.161196,-10.088812
-0.91662747,-10.505746,5.603419
-7.75908,-7.377002,18.243263
0.33768392,9.722919,13.973815
-15.193212,-6.5302157,7.8953314
-5.8270526,5.251568,7.589865
7.2650595,-11.101443,2.8181636
-1.6018976,12.159871,-14.719369
-9.087511,-15.471647,-1.4551431
-6.064731,4.563457,17.04869
2.9093587,-17.76255,8.817542
-0.28384727,-11.431585,10.974932
10.036683,7.110879,8.58894
-17.00662,3.7343085,8.914776
0.7841567,12.357269,10.67915
-1.2774357,-1.4510303,17.45358
-13.2386875,8.652911,-8.095638
-8.187849,-7.7828736,0.7918949
-0.86897135,-11.577903,-11.685269
7.399827,15.661153,11.488194
20.81862,-1.0953293,-1.1596798
10.156125,14.993982,0.52494574
-3.2065573,0.39363065,-1.412017
11.640032,1.4411951,-18.223513
4.203124,-2.2202642,20.311874
2.4233875,-6.4205008,-16.10859
10.601125,-15.60448,7.5755916
9.723596,-1.2528371,8.9649515
-11.980658,2.7098167,-15.690511
-14.016869,-2.0867515,-4.3248405
1.2371317,-11.557354,-18.590874
6.7265396,10.937373,-12.6504
4.8782096,-0.6249059,5.6868653
-5.6381087,-5.2275662,-15.358005
-16.742582,5.3569584,6.862577
-6.2422414,8.898451,-13.272328
-1.8579396,-3.706044,-14.604991
11.654323,1.7494242,-11.746024
-13.0952425,16.322977,-6.083646
12.189773,3.323598,-13.473165
15.051824,-13.965809,-7.516298
-20.731451,-3.0687938,0.90244216
-13.958734,15.700158,2.8515308
8.539926,5.381126,-3.98466
-13.889914,16.07999,-5.338971
8.253703,9.109252,8.64674
2.9402413,5.1881976,7.623534
8.866,14.322807,-4.3871164
8.739326,-4.0166435,-11.676529
-0.76066065,11.2241335,11.81533
15.994402,-2.587155,1.811511
-0.8720962,5.0753984,1.3486352
0.17215914,5.601548,-0.13126439
-7.4466295,11.659291,-8.14437
-12.895757,3.3009572,3.274295
0.027313428,2.8812757,15.668242
-7.97308,6.351113,-18.127014
6.6900344,-5.4384084,5.036823
3.0724776,0.97712106,6.0614533
-1.1052215,-9.602979,-12.306821
-10.308523,-15.826539,4.0388484
1.1333345,14.383047,-8.770789
3.7187042,5.283289,6.222585
-12.591075,1.0294433,5.7898264
17.645626,-7.294895,-9.101802
3.2757328,20.523827,7.6129847
-5.8022065,11.620319,-13.759537
0.77925026,16.862085,3.867356
4.16663,-1.4901981,-13.756816
-1.519791,10.968806,11.146646
-11.312571,0.6710156,-4.3187428
-14.972325,-7.4735556,-7.602509
20.824432,2.9144952,-7.182317
4.589674,-6.8060308,5.962558
-6.0498247,4.867615,16.682001
17.031437,-13.601883,-5.7922125
-14.273746,0.3872644,-3.2743812
5.5369654,3.188727,18.73266
-5.407795,9.471806,19.708973
11.402989,-9.263763,-2.212298
4.557363,-9.926173,-7.2585106
